longitude,latitude,class_code,season
76.33815910801385,30.718564876930127,3,Kharif_2025
76.3386082656559,30.718564876930127,4,Kharif_2025
76.33905742329797,30.718564876930127,4,Kharif_2025
76.33950658094003,30.718564876930127,4,Kharif_2025
76.33995573858209,30.718564876930127,4,Kharif_2025
76.34040489622414,30.718564876930127,4,Kharif_2025
76.34085405386621,30.718564876930127,3,Kharif_2025
76.34130321150828,30.718564876930127,3,Kharif_2025
76.34175236915033,30.718564876930127,4,Kharif_2025
76.3422015267924,30.718564876930127,4,Kharif_2025
76.34265068443445,30.718564876930127,4,Kharif_2025
76.34309984207651,30.718564876930127,3,Kharif_2025
76.34354899971856,30.718564876930127,3,Kharif_2025
76.34399815736063,30.718564876930127,3,Kharif_2025
76.34444731500268,30.718564876930127,3,Kharif_2025
76.34489647264475,30.718564876930127,3,Kharif_2025
76.3453456302868,30.718564876930127,3,Kharif_2025
76.34579478792887,30.718564876930127,3,Kharif_2025
76.34624394557093,30.718564876930127,3,Kharif_2025
76.34669310321298,30.718564876930127,3,Kharif_2025
76.34714226085505,30.718564876930127,3,Kharif_2025
76.3475914184971,30.718564876930127,4,Kharif_2025
76.34804057613917,30.718564876930127,4,Kharif_2025
76.34848973378122,30.718564876930127,4,Kharif_2025
76.28650597917698,30.71901403457219,4,Kharif_2025
76.28695513681903,30.71901403457219,4,Kharif_2025
76.2874042944611,30.71901403457219,4,Kharif_2025
76.28785345210316,30.71901403457219,4,Kharif_2025
76.28830260974522,30.71901403457219,4,Kharif_2025
76.28875176738728,30.71901403457219,4,Kharif_2025
76.28920092502933,30.71901403457219,4,Kharif_2025
76.2896500826714,30.71901403457219,3,Kharif_2025
76.29009924031345,30.71901403457219,3,Kharif_2025
76.29054839795552,30.71901403457219,3,Kharif_2025
76.29099755559757,30.71901403457219,3,Kharif_2025
76.29144671323964,30.71901403457219,3,Kharif_2025
76.29189587088169,30.71901403457219,3,Kharif_2025
76.29234502852375,30.71901403457219,3,Kharif_2025
76.29279418616582,30.71901403457219,3,Kharif_2025
76.29324334380787,30.71901403457219,3,Kharif_2025
76.29369250144994,30.71901403457219,3,Kharif_2025
76.29414165909199,30.71901403457219,3,Kharif_2025
76.29459081673406,30.71901403457219,3,Kharif_2025
76.29503997437611,30.71901403457219,3,Kharif_2025
76.29548913201818,30.71901403457219,3,Kharif_2025
76.29593828966023,30.71901403457219,3,Kharif_2025
76.2963874473023,30.71901403457219,3,Kharif_2025
76.29683660494435,30.71901403457219,3,Kharif_2025
76.29728576258641,30.71901403457219,3,Kharif_2025
76.29773492022848,30.71901403457219,3,Kharif_2025
76.29818407787053,30.71901403457219,3,Kharif_2025
76.2986332355126,30.71901403457219,3,Kharif_2025
76.29908239315465,30.71901403457219,3,Kharif_2025
76.29953155079671,30.71901403457219,3,Kharif_2025
76.29998070843877,30.71901403457219,3,Kharif_2025
76.30042986608083,30.71901403457219,3,Kharif_2025
76.30087902372289,30.71901403457219,3,Kharif_2025
76.30132818136495,30.71901403457219,3,Kharif_2025
76.301777339007,30.71901403457219,3,Kharif_2025
76.30222649664907,30.71901403457219,3,Kharif_2025
76.30267565429114,30.71901403457219,3,Kharif_2025
76.30312481193319,30.71901403457219,3,Kharif_2025
76.30357396957525,30.71901403457219,3,Kharif_2025
76.3040231272173,30.71901403457219,3,Kharif_2025
76.30447228485937,30.71901403457219,3,Kharif_2025
76.30492144250142,30.71901403457219,3,Kharif_2025
76.30537060014349,30.71901403457219,3,Kharif_2025
76.30581975778554,30.71901403457219,3,Kharif_2025
76.32154027525763,30.71901403457219,3,Kharif_2025
76.3219894328997,30.71901403457219,3,Kharif_2025
76.32243859054176,30.71901403457219,4,Kharif_2025
76.32288774818382,30.71901403457219,4,Kharif_2025
76.32333690582588,30.71901403457219,4,Kharif_2025
76.32378606346794,30.71901403457219,4,Kharif_2025
76.32423522111,30.71901403457219,4,Kharif_2025
76.32468437875205,30.71901403457219,3,Kharif_2025
76.32513353639412,30.71901403457219,3,Kharif_2025
76.32558269403617,30.71901403457219,3,Kharif_2025
76.32603185167824,30.71901403457219,4,Kharif_2025
76.3264810093203,30.71901403457219,4,Kharif_2025
76.32693016696236,30.71901403457219,4,Kharif_2025
76.32737932460442,30.71901403457219,4,Kharif_2025
76.32782848224647,30.71901403457219,4,Kharif_2025
76.32827763988854,30.71901403457219,4,Kharif_2025
76.32872679753059,30.71901403457219,3,Kharif_2025
76.32917595517266,30.71901403457219,3,Kharif_2025
76.32962511281471,30.71901403457219,3,Kharif_2025
76.33007427045678,30.71901403457219,3,Kharif_2025
76.33052342809883,30.71901403457219,3,Kharif_2025
76.3309725857409,30.71901403457219,3,Kharif_2025
76.33142174338296,30.71901403457219,3,Kharif_2025
76.33187090102501,30.71901403457219,3,Kharif_2025
76.33232005866708,30.71901403457219,3,Kharif_2025
76.33276921630913,30.71901403457219,3,Kharif_2025
76.3332183739512,30.71901403457219,3,Kharif_2025
76.33366753159325,30.71901403457219,3,Kharif_2025
76.33411668923532,30.71901403457219,3,Kharif_2025
76.33456584687737,30.71901403457219,3,Kharif_2025
76.33501500451943,30.71901403457219,3,Kharif_2025
76.33546416216149,30.71901403457219,3,Kharif_2025
76.33591331980355,30.71901403457219,4,Kharif_2025
76.33636247744562,30.71901403457219,3,Kharif_2025
76.33681163508767,30.71901403457219,3,Kharif_2025
76.33726079272974,30.71901403457219,3,Kharif_2025
76.33770995037179,30.71901403457219,3,Kharif_2025
76.33815910801385,30.71901403457219,3,Kharif_2025
76.3386082656559,30.71901403457219,3,Kharif_2025
76.33905742329797,30.71901403457219,4,Kharif_2025
76.33950658094003,30.71901403457219,3,Kharif_2025
76.33995573858209,30.71901403457219,3,Kharif_2025
76.34040489622414,30.71901403457219,3,Kharif_2025
76.34085405386621,30.71901403457219,3,Kharif_2025
76.34130321150828,30.71901403457219,3,Kharif_2025
76.34175236915033,30.71901403457219,3,Kharif_2025
76.3422015267924,30.71901403457219,4,Kharif_2025
76.34265068443445,30.71901403457219,4,Kharif_2025
76.34309984207651,30.71901403457219,4,Kharif_2025
76.34354899971856,30.71901403457219,4,Kharif_2025
76.34399815736063,30.71901403457219,3,Kharif_2025
76.34444731500268,30.71901403457219,3,Kharif_2025
76.34489647264475,30.71901403457219,3,Kharif_2025
76.3453456302868,30.71901403457219,3,Kharif_2025
76.34579478792887,30.71901403457219,3,Kharif_2025
76.34624394557093,30.71901403457219,3,Kharif_2025
76.34669310321298,30.71901403457219,3,Kharif_2025
76.34714226085505,30.71901403457219,3,Kharif_2025
76.3475914184971,30.71901403457219,3,Kharif_2025
76.34804057613917,30.71901403457219,4,Kharif_2025
76.34848973378122,30.71901403457219,4,Kharif_2025
76.34893889142329,30.71901403457219,4,Kharif_2025
76.28605682153491,30.71946319221425,3,Kharif_2025
76.28650597917698,30.71946319221425,4,Kharif_2025
76.28695513681903,30.71946319221425,4,Kharif_2025
76.2874042944611,30.71946319221425,4,Kharif_2025
76.28785345210316,30.71946319221425,4,Kharif_2025
76.28830260974522,30.71946319221425,4,Kharif_2025
76.28875176738728,30.71946319221425,4,Kharif_2025
76.28920092502933,30.71946319221425,3,Kharif_2025
76.2896500826714,30.71946319221425,3,Kharif_2025
76.29009924031345,30.71946319221425,3,Kharif_2025
76.29054839795552,30.71946319221425,3,Kharif_2025
76.29099755559757,30.71946319221425,3,Kharif_2025
76.29144671323964,30.71946319221425,3,Kharif_2025
76.29189587088169,30.71946319221425,3,Kharif_2025
76.29234502852375,30.71946319221425,3,Kharif_2025
76.29279418616582,30.71946319221425,3,Kharif_2025
76.29324334380787,30.71946319221425,3,Kharif_2025
76.29369250144994,30.71946319221425,3,Kharif_2025
76.29414165909199,30.71946319221425,3,Kharif_2025
76.29459081673406,30.71946319221425,3,Kharif_2025
76.29503997437611,30.71946319221425,3,Kharif_2025
76.29548913201818,30.71946319221425,3,Kharif_2025
76.29593828966023,30.71946319221425,3,Kharif_2025
76.2963874473023,30.71946319221425,3,Kharif_2025
76.29683660494435,30.71946319221425,3,Kharif_2025
76.29728576258641,30.71946319221425,3,Kharif_2025
76.29773492022848,30.71946319221425,3,Kharif_2025
76.29818407787053,30.71946319221425,3,Kharif_2025
76.2986332355126,30.71946319221425,3,Kharif_2025
76.29908239315465,30.71946319221425,3,Kharif_2025
76.29953155079671,30.71946319221425,3,Kharif_2025
76.29998070843877,30.71946319221425,3,Kharif_2025
76.30042986608083,30.71946319221425,3,Kharif_2025
76.30087902372289,30.71946319221425,3,Kharif_2025
76.30132818136495,30.71946319221425,3,Kharif_2025
76.301777339007,30.71946319221425,3,Kharif_2025
76.30222649664907,30.71946319221425,3,Kharif_2025
76.30267565429114,30.71946319221425,3,Kharif_2025
76.30312481193319,30.71946319221425,3,Kharif_2025
76.30357396957525,30.71946319221425,3,Kharif_2025
76.3040231272173,30.71946319221425,3,Kharif_2025
76.30447228485937,30.71946319221425,3,Kharif_2025
76.30492144250142,30.71946319221425,3,Kharif_2025
76.30537060014349,30.71946319221425,3,Kharif_2025
76.30581975778554,30.71946319221425,3,Kharif_2025
76.30626891542761,30.71946319221425,3,Kharif_2025
76.32154027525763,30.71946319221425,3,Kharif_2025
76.3219894328997,30.71946319221425,3,Kharif_2025
76.32243859054176,30.71946319221425,4,Kharif_2025
76.32288774818382,30.71946319221425,4,Kharif_2025
76.32333690582588,30.71946319221425,4,Kharif_2025
76.32378606346794,30.71946319221425,3,Kharif_2025
76.32423522111,30.71946319221425,3,Kharif_2025
76.32468437875205,30.71946319221425,3,Kharif_2025
76.32513353639412,30.71946319221425,3,Kharif_2025
76.32558269403617,30.71946319221425,3,Kharif_2025
76.32603185167824,30.71946319221425,3,Kharif_2025
76.3264810093203,30.71946319221425,3,Kharif_2025
76.32693016696236,30.71946319221425,4,Kharif_2025
76.32737932460442,30.71946319221425,4,Kharif_2025
76.32782848224647,30.71946319221425,4,Kharif_2025
76.32827763988854,30.71946319221425,4,Kharif_2025
76.32872679753059,30.71946319221425,4,Kharif_2025
76.32917595517266,30.71946319221425,3,Kharif_2025
76.32962511281471,30.71946319221425,4,Kharif_2025
76.33007427045678,30.71946319221425,3,Kharif_2025
76.33052342809883,30.71946319221425,3,Kharif_2025
76.3309725857409,30.71946319221425,3,Kharif_2025
76.33142174338296,30.71946319221425,3,Kharif_2025
76.33187090102501,30.71946319221425,3,Kharif_2025
76.33232005866708,30.71946319221425,3,Kharif_2025
76.33276921630913,30.71946319221425,3,Kharif_2025
76.3332183739512,30.71946319221425,3,Kharif_2025
76.33366753159325,30.71946319221425,3,Kharif_2025
76.33411668923532,30.71946319221425,3,Kharif_2025
76.33456584687737,30.71946319221425,3,Kharif_2025
76.33501500451943,30.71946319221425,4,Kharif_2025
76.33546416216149,30.71946319221425,4,Kharif_2025
76.33591331980355,30.71946319221425,4,Kharif_2025
76.33636247744562,30.71946319221425,3,Kharif_2025
76.33681163508767,30.71946319221425,3,Kharif_2025
76.33726079272974,30.71946319221425,4,Kharif_2025
76.33770995037179,30.71946319221425,3,Kharif_2025
76.33815910801385,30.71946319221425,3,Kharif_2025
76.3386082656559,30.71946319221425,3,Kharif_2025
76.33905742329797,30.71946319221425,3,Kharif_2025
76.33950658094003,30.71946319221425,3,Kharif_2025
76.33995573858209,30.71946319221425,3,Kharif_2025
76.34040489622414,30.71946319221425,3,Kharif_2025
76.34085405386621,30.71946319221425,3,Kharif_2025
76.34130321150828,30.71946319221425,3,Kharif_2025
76.34175236915033,30.71946319221425,3,Kharif_2025
76.3422015267924,30.71946319221425,3,Kharif_2025
76.34265068443445,30.71946319221425,3,Kharif_2025
76.34309984207651,30.71946319221425,4,Kharif_2025
76.34354899971856,30.71946319221425,4,Kharif_2025
76.34399815736063,30.71946319221425,3,Kharif_2025
76.34444731500268,30.71946319221425,3,Kharif_2025
76.34489647264475,30.71946319221425,3,Kharif_2025
76.3453456302868,30.71946319221425,3,Kharif_2025
76.34579478792887,30.71946319221425,3,Kharif_2025
76.34624394557093,30.71946319221425,3,Kharif_2025
76.34669310321298,30.71946319221425,3,Kharif_2025
76.34714226085505,30.71946319221425,3,Kharif_2025
76.3475914184971,30.71946319221425,3,Kharif_2025
76.34804057613917,30.71946319221425,4,Kharif_2025
76.34848973378122,30.71946319221425,4,Kharif_2025
76.34893889142329,30.71946319221425,4,Kharif_2025
76.34938804906534,30.71946319221425,3,Kharif_2025
76.28560766389286,30.71991234985631,3,Kharif_2025
76.28605682153491,30.71991234985631,4,Kharif_2025
76.28650597917698,30.71991234985631,4,Kharif_2025
76.28695513681903,30.71991234985631,4,Kharif_2025
76.2874042944611,30.71991234985631,4,Kharif_2025
76.28785345210316,30.71991234985631,4,Kharif_2025
76.28830260974522,30.71991234985631,4,Kharif_2025
76.28875176738728,30.71991234985631,4,Kharif_2025
76.28920092502933,30.71991234985631,3,Kharif_2025
76.2896500826714,30.71991234985631,3,Kharif_2025
76.29009924031345,30.71991234985631,3,Kharif_2025
76.29054839795552,30.71991234985631,3,Kharif_2025
76.29099755559757,30.71991234985631,3,Kharif_2025
76.29144671323964,30.71991234985631,3,Kharif_2025
76.29189587088169,30.71991234985631,3,Kharif_2025
76.29234502852375,30.71991234985631,4,Kharif_2025
76.29279418616582,30.71991234985631,4,Kharif_2025
76.29324334380787,30.71991234985631,3,Kharif_2025
76.29369250144994,30.71991234985631,3,Kharif_2025
76.29414165909199,30.71991234985631,3,Kharif_2025
76.29459081673406,30.71991234985631,3,Kharif_2025
76.29503997437611,30.71991234985631,3,Kharif_2025
76.29548913201818,30.71991234985631,3,Kharif_2025
76.29593828966023,30.71991234985631,3,Kharif_2025
76.2963874473023,30.71991234985631,3,Kharif_2025
76.29683660494435,30.71991234985631,3,Kharif_2025
76.29728576258641,30.71991234985631,3,Kharif_2025
76.29773492022848,30.71991234985631,3,Kharif_2025
76.29818407787053,30.71991234985631,3,Kharif_2025
76.2986332355126,30.71991234985631,3,Kharif_2025
76.29908239315465,30.71991234985631,3,Kharif_2025
76.29953155079671,30.71991234985631,3,Kharif_2025
76.29998070843877,30.71991234985631,3,Kharif_2025
76.30042986608083,30.71991234985631,3,Kharif_2025
76.30087902372289,30.71991234985631,3,Kharif_2025
76.30132818136495,30.71991234985631,3,Kharif_2025
76.301777339007,30.71991234985631,3,Kharif_2025
76.30222649664907,30.71991234985631,3,Kharif_2025
76.30267565429114,30.71991234985631,3,Kharif_2025
76.30312481193319,30.71991234985631,3,Kharif_2025
76.30357396957525,30.71991234985631,3,Kharif_2025
76.3040231272173,30.71991234985631,3,Kharif_2025
76.30447228485937,30.71991234985631,3,Kharif_2025
76.30492144250142,30.71991234985631,3,Kharif_2025
76.30537060014349,30.71991234985631,3,Kharif_2025
76.30581975778554,30.71991234985631,3,Kharif_2025
76.30626891542761,30.71991234985631,3,Kharif_2025
76.30671807306966,30.71991234985631,3,Kharif_2025
76.32109111761558,30.71991234985631,3,Kharif_2025
76.32154027525763,30.71991234985631,3,Kharif_2025
76.3219894328997,30.71991234985631,3,Kharif_2025
76.32243859054176,30.71991234985631,3,Kharif_2025
76.32288774818382,30.71991234985631,3,Kharif_2025
76.32333690582588,30.71991234985631,3,Kharif_2025
76.32378606346794,30.71991234985631,3,Kharif_2025
76.32423522111,30.71991234985631,3,Kharif_2025
76.32468437875205,30.71991234985631,3,Kharif_2025
76.32513353639412,30.71991234985631,3,Kharif_2025
76.32558269403617,30.71991234985631,3,Kharif_2025
76.32603185167824,30.71991234985631,3,Kharif_2025
76.3264810093203,30.71991234985631,3,Kharif_2025
76.32693016696236,30.71991234985631,4,Kharif_2025
76.32737932460442,30.71991234985631,3,Kharif_2025
76.32782848224647,30.71991234985631,3,Kharif_2025
76.32827763988854,30.71991234985631,4,Kharif_2025
76.32872679753059,30.71991234985631,4,Kharif_2025
76.32917595517266,30.71991234985631,4,Kharif_2025
76.32962511281471,30.71991234985631,4,Kharif_2025
76.33007427045678,30.71991234985631,4,Kharif_2025
76.33052342809883,30.71991234985631,3,Kharif_2025
76.3309725857409,30.71991234985631,3,Kharif_2025
76.33142174338296,30.71991234985631,3,Kharif_2025
76.33187090102501,30.71991234985631,3,Kharif_2025
76.33232005866708,30.71991234985631,3,Kharif_2025
76.33276921630913,30.71991234985631,3,Kharif_2025
76.3332183739512,30.71991234985631,3,Kharif_2025
76.33366753159325,30.71991234985631,3,Kharif_2025
76.33411668923532,30.71991234985631,3,Kharif_2025
76.33456584687737,30.71991234985631,3,Kharif_2025
76.33501500451943,30.71991234985631,3,Kharif_2025
76.33546416216149,30.71991234985631,4,Kharif_2025
76.33591331980355,30.71991234985631,3,Kharif_2025
76.33636247744562,30.71991234985631,3,Kharif_2025
76.33681163508767,30.71991234985631,3,Kharif_2025
76.33726079272974,30.71991234985631,4,Kharif_2025
76.33770995037179,30.71991234985631,3,Kharif_2025
76.33815910801385,30.71991234985631,3,Kharif_2025
76.3386082656559,30.71991234985631,3,Kharif_2025
76.33905742329797,30.71991234985631,3,Kharif_2025
76.33950658094003,30.71991234985631,3,Kharif_2025
76.33995573858209,30.71991234985631,3,Kharif_2025
76.34040489622414,30.71991234985631,3,Kharif_2025
76.34085405386621,30.71991234985631,3,Kharif_2025
76.34130321150828,30.71991234985631,3,Kharif_2025
76.34175236915033,30.71991234985631,3,Kharif_2025
76.3422015267924,30.71991234985631,3,Kharif_2025
76.34265068443445,30.71991234985631,3,Kharif_2025
76.34309984207651,30.71991234985631,4,Kharif_2025
76.34354899971856,30.71991234985631,4,Kharif_2025
76.34399815736063,30.71991234985631,4,Kharif_2025
76.34444731500268,30.71991234985631,4,Kharif_2025
76.34489647264475,30.71991234985631,3,Kharif_2025
76.3453456302868,30.71991234985631,3,Kharif_2025
76.34579478792887,30.71991234985631,3,Kharif_2025
76.34624394557093,30.71991234985631,3,Kharif_2025
76.34669310321298,30.71991234985631,3,Kharif_2025
76.34714226085505,30.71991234985631,3,Kharif_2025
76.3475914184971,30.71991234985631,4,Kharif_2025
76.34804057613917,30.71991234985631,4,Kharif_2025
76.34848973378122,30.71991234985631,4,Kharif_2025
76.34893889142329,30.71991234985631,3,Kharif_2025
76.34938804906534,30.71991234985631,4,Kharif_2025
76.3498372067074,30.71991234985631,3,Kharif_2025
76.35028636434946,30.71991234985631,3,Kharif_2025
76.28560766389286,30.720361507498367,3,Kharif_2025
76.28605682153491,30.720361507498367,4,Kharif_2025
76.28650597917698,30.720361507498367,4,Kharif_2025
76.28695513681903,30.720361507498367,4,Kharif_2025
76.2874042944611,30.720361507498367,4,Kharif_2025
76.28785345210316,30.720361507498367,4,Kharif_2025
76.28830260974522,30.720361507498367,3,Kharif_2025
76.28875176738728,30.720361507498367,3,Kharif_2025
76.28920092502933,30.720361507498367,3,Kharif_2025
76.2896500826714,30.720361507498367,3,Kharif_2025
76.29009924031345,30.720361507498367,3,Kharif_2025
